ツイートID,ツイート本文
1637430973334966272,"@glucosamineZ 森田貢士先生ありがとうございます！
ちゃんとKindle版も出ている…！！"
1637430910789509120,"RT @glucosamineZ: そいえば関数ちゃん本のKindle版を購入しました！
勉強しよう😊 https://t.co/lTnbMImEmQ"
1637429721104551937,"@Excel_design_Dr Excel医先生、ありがとうございます！
どういう層に読まれるのか、気になるところです笑"
1637421957095510016,"RT @keirinoishida: 上手いこと言いますねｗ

毎月同じ業務を飽きずにできる経理マンは『飽きない奉行』ですかね？"
1637421191316254722,"@hy_11 ヤススさんありがとうございます！！
書店に自分の本があるのは不思議な感覚です！！"
1637420533062180865,"RT @Excel_design_Dr: 関数ちゃんと学ぶエクセル仕事術 実務で役立つExcel関数を擬人化したら？

読んだ！これまでになかった全く新しいExcel本。まさかのExcel関数の擬人化！会話形式でネタ満載で面白おかしくExcel関数を学べます。コラムが共感の嵐👍…"
1637403288659435527,"遥かな未来ー

人類はAIに仕事を奪われないために、Excelの印刷ズレの微調整で抵抗を続けていたー"
1637387025086283776,@yumemizaka_2 そこは初めてばれました笑
1637385519389888513,"@yumemizaka_2 夢見坂さん、ありがとうございます
読んでいただけて嬉しいです！！"
1637363576699592705,"@itengr_moyashi ありがとうございます！！
めっちゃ置いてくださっている…！！"
1637337539400052737,"RT @ke_ru_noyounamo: Excelの本、実はパワークエリ・ピボットの入門書ぐらいしか持っておらず、せっかくなので買ってみました。僕みたいに普段ググってその場しのぎで済ませてる人に良いかもしれない。

一番好きな関数ちゃんはSUMPRODUCTだけど、XLOOK…"
1637318367983075329,"RT @ezokanzo: 【ご報告】
昨年に引き続き、今年も旭川で開催されます「北海道金魚すくい選手権大会」のポスター制作させていただきました！第10回という記念大会…姫蘭ちゃんの新規立ち絵も描かせていただきました🥳✨
また旭川などでポスター発見されましたら、是非ご覧ください…"
1637307723263123458,"@aikostar30 楽しんで頂けて良かったです！
初めて知った子もよろしくお願いします！"
1637306973711646720,@mamoru_furuya @IT_craftmanship 「うん。私もFさんもフルヤさんが嘘つきだなんて思っていないよ」
1637297451668500481,RT @matudakta: 本当の会議は会議が終わってから始まる現象(笑)
1637280359204425731,@mamoru_furuya 経理にいると、だいたい見えるので…どれだけやってもフリーザ様になれそうにないな、とか笑
1637276514525024256,"書籍を送るのにクロネコの匿名配送にお世話になりました（紆余曲折はあった）
プレゼント企画などに使われているようですね、便利〜

https://t.co/Uf6tFLet4K"
1637274336099971072,@mamoru_furuya いつかなれるアテがあるんですか？？
1637267643785940994,"@johnchung1975 @MasazaneKunohe 書店チェックありがとうございます！
この時期はExcel本たくさん出るようなので店員さんも忙しそうです！"
1637257535207116800,"RT @matsbox: 筒井さんのExcelツイートや関数ちゃんたちの擬人化で、関数といえばSUMしか知らなかった私が「関数ちゃんに頼ってみようかな？」と思えたので、本当にありがたい存在です！

先日発売された筒井さんのExcelの書籍もめちゃくちゃとっつきやすくてオススメで…"
1637256212738887680,"@aikostar30 aikoさん、ありがとうございます！
お茶のお供に読んで頂けるとは嬉しいです！"
1637252076324683776,"←カイル君

→Copilot https://t.co/hitV6VDZzt"
1637249095709634560,"RT @Excel_design_Dr: Microsoft365の新関数。俺はお前たちにものすごく期待をしている！

TEXTBEFORE
特定の文字の前の文字列を取り出す　

TEXTAFTER
特定の文字の後ろの文字列を取り出す

TEXTSPLIT
特定の文字で文字列を…"
1637244767217262592,@hirachin22 ひらちんさん、ありがとうございます！
1637239361870905344,"ブログの関数ちゃんイラストを更新していきます

#関数ちゃん https://t.co/dMpem0nxnV https://t.co/byPD0ZBuJp"
1637146194358206464,"RT @Tsutsui0524: 関数ちゃんのLINEスタンプ作りました！
16個セットで120円です

今度はExcel関数擬人化ではなく、関数ちゃんです…！！

#関数ちゃん #広告 
LINEスタンプ購入ページ
https://t.co/RheZOIVPd6 https:…"
1637145174412509190,"RT @DETCH23: Excelの教科書としてもうってつけだなって思う。

関数ちゃんと学ぶエクセル仕事術 実務で役立つExcel関数を擬人化したら？ - インプレスブックス https://t.co/Kl3TdSyN4D"
1637143034411499520,@ShiodaKayak CSV…Excelで…うっっ！！
1637132071914319881,RT @ShiodaKayak: XLOOKUP #関数ちゃんファンアート #祝書籍化 #関数ちゃんと学ぶエクセル仕事術 https://t.co/ZXvbItpnRg
1637131870524821504,@mikimomo_as アカウント作ったけど、複数アカウントとか器用なことできなかっただけというやつです…！
1637125241142136832,"好きは人を惹きつける

私が以前より暦に興味を向けるようになったのは、松浦はこ先生の暦日擬人化がすごく楽しそうだからだと思います https://t.co/FIpe5SMmcE"
1637104425247604736,"@ke_ru_noyounamo 100均の小麦粘土がわりと充実しています
ただ、服についたりポロポロ散らかったのを掃除するのはちょっと大変です"
1637102909036052480,"RT @Tsutsui0524: シート名を変更しても参照先が追従するINDIRECT関数式です

FORMULATEXT関数が自セルを引数にできるので、
空のセルを参照する式を頭にくっつけてそこからシート名を取得します。

[数式]
=名前が変わるシート!A1&amp;INDIREC…"
1637102056040452098,@matudakta @blue201507 編集の方にも「Excel好きはガンダムが好き」と言って押しました笑
1637101935898787844,"@matsbox こいつ（この年）は俺が連れて行くよ的な感じ、しません！？
大晦日が待ちきれません！！"
1637100162421235712,@matsbox めくらずポイ（保存）その一年に最後まで付き添う感じがして尊みが増します！
1637096954890166273,"@matsbox そういえば、大晦日のひめくりカレンダー
めくるのか、めくらないのか問題…とかないですか？笑
きちっとめくるのか、めくらず閉じ具ごとポイするのか的な…"
1637095946361401344,@pippi_vba @matudakta 尚、いくつかの書店がレシピ本コーナーに並べてしまう模様
1637095621495775233,"@DETCH23 チュートリアル的なものが作れると楽しそうなんですけどね
聞かれた順に引数を渡せば答えてくれる、というのが関数ちゃんの初期イラストのコンセプトでした
アシスタントっぽいですよね"
1637088699841380352,@ke_ru_noyounamo ねんど、ですかねえ…
1637088609978433536,@matsbox ひめくりの厚さの違い、なんか良い絵ですね！！
1637087865044893696,@matudakta @MasazaneKunohe 関数ちゅん、普通に気付かなかった笑
1637082584210640896,"いろんなトレーディングカードのデザインを眺めています
こういうインプット？の時間、本当大事…"
1637075029732253696,@IT_craftmanship カチッ…
1637074118653939713,"@glucosamineZ @mikimomo_as 著者の欄を書くときに知ったのですが、ビジネス書は著者の肩書が大事というのがありますよね
士業、外資系金融、GAFA勤務…これらが漫画などでの賞にあたるイメージです

ラノベだと著者説明は著者の人物像が主張しすぎないようにするらしいです

こういう発見もあって面白かったです"
1637070356744900612,@IT_craftmanship マジで読まない稟議書に、会議の外でものを決める会議に本気で取り組むのがお仕事…！！
1637069700818673664,"@ymmox 伝わったの嬉しいです！笑
太公望と読者の温度差凄かったですよね！"
1637069383163084800,"RT @Tsutsui0524: 映画の前にハートキャッチプリキュアの予習完了その2！
キュアマリンが大人気なのはすごく分かる

#ハトプリ #プリキュア #precure https://t.co/Nh1Yw0dABF"
1637063998570123266,"RT @a03: ✧＼\ ハッピーサポーター /／✧

介護の錬金術師

こんなんずるいやん https://t.co/S3sy73RCdu"
1637057946583715846,"@DETCH23 でっちさん、ありがとうございます
刺さる人には刺さりそうな気はするのですが…！！
これからどうなっているのやら！"
1637057247456145411,"@ymmox 懐かしい王天君…！！
帽子取って、太公望とそっくりだろ？的なシーンでそれほどそっくりに思えなかった記憶が蘇りました"
1637056696463036416,@na_da513302 いやもう書店に並ぶこと自体が奇跡なので…！ありがたや〜
